"<ID>";"N0 =: Nhum";"N0 =: N-hum";"N0 =: Nnr";"Vsup =: avoir";"Vsup =: avoir eu";"Vsup =: manifester";"Vsup =: donner";"N2 donner à N0 Det N à N1";"Det =: un";"N0 avoir un N";"Det =: un-Modif";"N0 avoir un N Modif";"Det =: des";"Det =: le";"N0 Vsup le N de V0-inf W";"N0 Vsup le N de Nc à N1";"Det =: son, Nc =: N0";"N0 avoir le N";"Det =: du";"N0 avoir du N";"Det =: <E>";"très";"<ENT>N";"N1 =: Qu Pind";"N1 =: Qu Psubj";"Prép N1 =: Prép ce Qu P = Qu P";"N1 =: ce(ci+la)";"N1 =: V0-inf W";"N1 =: Nhum";"N1 =: N-hum";"N1 =: le fait Qu P";"Ppv =: y";"Prép1 =: pour";"Prép1 =: contre";"Prép1 =: avec";"Prép1 =: dans";"N0 (connaître+comprendre) son N à V-inf W";"il y avoir (E+un) N à V0-inf W";"il y avoir (E+un) N à V0-inf W de la part de N0";"il y avoir (E+un) N à V0-inf W (pour+à l'égard de) N0";"N0 être (Adj+Vpp) à N1";"Exemple Base1";"Exemple Autre1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"69";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"dévouement";"-";"-";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"70";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"dextérité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"71";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"difficulté";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"~";"~"
"72";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"diligence";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"73";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"disponibilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"74";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"disposition";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"75";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"docilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"76";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"dressage";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"~";"~"
"77";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"-";"droit";"-";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~"
"78";"+";"-";"-";"+";"-";"-";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"échappatoire";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"~";"~"
"79";"+";"-";"-";"+";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"efficacité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"80";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"éligibilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"81";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"empressement";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"82";"+";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"+";"+";"-";"-";"encouragement";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"+";"+";"~";"~"
"83";"+";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"endurance";"-";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"84";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"entêtement";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"85";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"enthousiasme";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"86";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"entrain";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"Max a de l'entrain à danser"
"87";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"entraînement";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"~";"Max a de l'entraînement à (traiter ce problème+ce sport)"
"88";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"esprit";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~"
"89";"+";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"étanchéité";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"Ce vêtement a une bonne étanchéité (E+à la pluie)";"~"
"90";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"exactitude";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"Max a une certaine exactitude (E+à recompter ses devoirs)";"~"
"91";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"excitation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"92";"+";"-";"-";"+";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"excuse";"+";"+";"-";"+";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"~";"~"
"93";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"exhortation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"~";"~"
"94";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"expédient";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"Max (a+trouve) un expédient pour résoudre le problème";"~"
"95";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"explication";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"~";"~"
"96";"+";"-";"-";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"exutoire";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"97";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"facilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"+";"-";"-";"~";"Max a de la facilité (E+à apprendre)"
"98";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"familiarisation";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"+";"~";"~"
"99";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"fébrilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"100";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"fécondité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"-";"(Max+Ce sujet) a une grande fécondité";"~"
"101";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"fertilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"-";"Cette terre a une certaine fertilité";"~"
"102";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"ferveur";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"Max a une certaine ferveur à la prière";"~"
"103";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"fidélité";"-";"-";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"~";"Max a de la fidélité à l'opération de Léa"
"104";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"fierté";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"Max a de la fierté à conduire sa Rolls"
"105";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"fixation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"106";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"formation";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"+";"~";"~"
"107";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"frénésie";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"108";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"fun";"-";"+";"+";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"~";"~"
"109";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"gêne";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"110";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"habileté";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"111";"+";"-";"-";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"habilitation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"~";"~"
"112";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"habitude";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"113";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"haie";"-";"+";"+";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"114";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"hésitation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"115";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"honte";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"116";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"hostilité";"-";"+";"-";"+";"+";"-";"-";"+";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"117";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"humeur";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~"
"118";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"impatience";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"119";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"imperméabilité";"+";"-";"-";"+";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"120";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"impuissance";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"121";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"impulsion";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"122";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"inaccessibilité";"-";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"~";"~"
"123";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"inaptitude";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"124";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"incapacité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"125";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"-";"incitation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"~";"~"
"126";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"inclination";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"127";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"incompétence";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"128";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"indifférence";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"129";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"indocilité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"130";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"infidélité";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"+";"~";"~"
"131";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"ingéniosité";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"~";"~"
"132";"+";"-";"-";"+";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"initiation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"+";"+";"~";"~"
"133";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"insensibilisation";"+";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"134";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"insensibilité";"-";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"~";"~"
"135";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"insistance";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"~";"~"
"136";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"-";"intérêt";"-";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"+";"+";"~";"~"
"137";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"intolérance";"-";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"+";"+";"-";"-";"~";"~"
"138";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"intoxication";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"+";"+";"+";"~";"~"
"139";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"invitation";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"~";"~"
